course_code_section,category,course_name,credits,theory_practice,course_capacity_basis,applied_total,applied_1,applied_2,applied_3,applied_4,applied_reserve,limit_total,limit_1,limit_2,limit_3,limit_4,professor,schedule_room,eligible_grade_department,opened_department,exchange_allowed,core_competency,lecture_method,class_operation,online_solution,exam_method,exam_datetime,exam_place,exam_note,plan_year,plan_term,plan_subject_no,plan_division,plan_action_mode,query_grade_code,query_title
학수번호(분반),구분,과목명,학점,이론(실습),설강기준,신청인원,제한인원,담당교수,시간표(강의실),수강가능학년학과,개설학과,교류허용,핵심기초역량,강의진행방식,수업운영방식,비대면솔루션,시험정보,,,,,,,,,,,,,,,,,,0,2026 - 1 학기 기초교양-미래설계
GEA7565(00),균교,컴퓨터시스템입문,2,1(2),20,36,5,8,8,15,22,36,10,8,8,10,강문혜,"금1A(BAC203),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,컴퓨터공학과,Y,실용적융복합,일반강의,대면,미사용,,,BAC203,수업강의실에서 수업시간에 시험있습니다.,2026,1,GEA7565,00,R,4,2026 - 1 학기 균형교양-디지털커뮤니케이션
GEA7565(01),균교,컴퓨터시스템입문,2,1(2),20,35,8,8,11,8,19,36,10,8,8,10,강문혜,"금4A(BAC203),금4B,금5A,금5B,금6A,금6B,",1 2 3 4전학과,컴퓨터공학과,Y,실용적융복합,일반강의,대면,미사용,대면,2026.04.24(금) 12:00,BAC203,수업시간 수업 강의실에서 시험칩니다.,2026,1,GEA7565,01,R,4,2026 - 1 학기 균형교양-디지털커뮤니케이션
GEA7565(02),균교,컴퓨터시스템입문,2,1(2),20,34,11,9,7,7,87,34,8,8,8,10,노윤호,"화4A(11312),화4B,화5A,화5B,화6A,화6B,",1 2 3 4전학과,컴퓨터공학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7565,02,R,4,2026 - 1 학기 균형교양-디지털커뮤니케이션
GEA8585(00),균교,문학과인간,3,3(0),30,60,38,12,5,5,14,60,35,13,4,8,이남정,"월5B(B21117),월6A,월6B,수4A(B21117),수4B,수5A,",1 2 3 4전학과,국어국문학과,Y,실용적융복합,일반강의,대면,미사용,,,B21117,,2026,1,GEA8585,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8586(00),균교,한국영화인문학의이해,3,3(0),30,59,33,16,5,5,35,60,30,11,10,9,김형수,"화4A(B21117),화4B,화5A,목5B(B21117),목6A,목6B,",1 2 3 4전학과,국어국문학과,N,창의적사고,일반강의,대면,미사용,대면,2026.06.16(화) 12:00,B21117,서술형,2026,1,GEA8586,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8586(60),균교,한국영화인문학의이해,3,3(0),20,55,34,9,6,6,1,60,24,22,10,4,김형수,"화10A(B21117),화10B,화11A,목10A(B21117),목10B,목11A,",1 2 3 4전학과,국어국문학과,N,창의적사고,일반강의,대면,미사용,대면,2026.06.16(화) 18:20,B21117,서술형,2026,1,GEA8586,60,R,5,2026 - 1 학기 균형교양-인문예술
GEA8663(00),균교,고전문학에서찾은사랑('한국민속의 이해' 대체 과목),3,3(0),30,47,31,7,2,7,5,60,31,15,7,7,손대현,"금4A(B21117),금4B,금5A,금5B,금6A,금6B,",1 2 3 4전학과,국어국문학과,Y,의사소통,일반강의,대면,미사용,대면,2026.04.24(금) 12:00,B21117,,2026,1,GEA8663,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8664(00),균교,뉴미디어시대의국어맞춤법('청소년문학의 세계' 대체 과목),3,3(0),30,38,14,13,5,6,19,40,13,14,7,6,안정아,"월2B(11108),월3A,월3B,수1A(11108),수1B,수2A,",1 2 3 4전학과,국어국문학과,Y,의사소통,일반강의,대면,미사용,대면,2026.04.27(월) 10:30,11108,"지필고사(단답형, 서술형) ※ 시험에 대한 평가 기준은 시험 전 출제 유형에 맞게 안내 예정",2026,1,GEA8664,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8665(00),균교,키워드로읽는현대문학('세계화시대의 북한문학' 대체 과목),3,3(0),30,57,41,14,1,1,7,60,30,24,3,3,박종순,"화2B(B21117),화3A,화3B,목1A(B21117),목1B,목2A,",1 2 3 4전학과,국어국문학과,Y,의사소통,일반강의,대면,미사용,,,B21117,,2026,1,GEA8665,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA5045(00),균교,유럽문화이야기,3,3(0),30,39,17,12,5,5,25,39,17,12,5,5,황미은,"월7A(11415),월7B,월8A,수8B(11415),수9A,수9B,",1 2 3 4전학과,독어독문학과,Y,글로벌,일반강의,대면,미사용,,,11415,,2026,1,GEA5045,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7500(00),균교,세계와한국,3,3(0),30,40,20,14,2,4,62,40,20,14,2,4,장영익,"화4A(11415),화4B,화5A,목5B(11415),목6A,목6B,",1 2 3 4전학과,독어독문학과,Y,글로벌,일반강의,대면,미사용,,,11415,,2026,1,GEA7500,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8667(00),균교,글로컬문화비교,3,3(0),30,31,23,4,2,2,2,32,23,4,3,2,황미은,"월8B(11415),월9A,월9B,수7A(11415),수7B,수8A,",1 2 3 4전학과,독어독문학과,Y,글로벌,일반강의,대면,미사용,,,11415,,2026,1,GEA8667,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA6021(00),균교,대중문화기호읽기,3,3(0),30,38,19,10,3,6,5,38,15,14,5,4,박수현,"월2B(11206),월3A,월3B,수1A(11206),수1B,수2A,",1 2 3 4전학과,불어불문학과,Y,창의적사고,일반강의,대면,미사용,,,,,2026,1,GEA6021,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7322(00),균교,한국의문화유산,3,3(0),30,40,18,11,7,4,7,40,20,10,5,5,양화영,"화1A(11412),화1B,화2A,목2B(11412),목3A,목3B,",1 2 3 4전학과,사학과,Y,지역형리더,일반강의,대면,미사용,,,,,2026,1,GEA7322,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7323(00),균교,한국사의이해,3,3(0),30,40,24,7,4,5,12,40,20,10,5,5,안홍좌,"화2B(B21116),화3A,화3B,목1A(B21116),목1B,목2A,",1 2 3 4전학과,사학과,Y,창의적사고,일반강의,대면,미사용,,,수업강의실,"기말고사만 진행하며, 서술형 예정.",2026,1,GEA7323,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7324(00),균교,민중으로본한국역사,3,3(0),30,40,22,13,3,2,22,40,20,10,5,5,김양훈,"월4A(11109),월4B,월5A,수5B(11109),수6A,수6B,",1 2 3 4전학과,사학과,Y,창의적사고,일반강의,대면,미사용,,,,,2026,1,GEA7324,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8513(00),균교,한국의역사와기억,3,3(0),30,60,32,19,4,5,13,65,30,20,7,8,신은제,"월8B(11109),월9A,월9B,수7A(11109),수7B,수8A,",1 2 3 4전학과,사학과,Y,창의적사고,일반강의,대면,미사용,,,11109,,2026,1,GEA8513,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8637(00),균교,동아시아역사와문화,3,3(0),30,55,35,13,3,4,9,57,32,15,5,5,방국화,"금4A(인문홀),금4B,금5A,금5B,금6A,금6B,",1 학과확인,사학과,Y,글로벌,일반강의,대면,미사용,,,,,2026,1,GEA8637,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8638(00),균교,콘텐츠로보는서양예술문화사,3,3(0),30,34,21,7,2,4,5,35,15,10,5,5,구지훈,"월1A(11104),월1B,월2A,수2B(11104),수3A,수3B,",1 2 3 4전학과,사학과,Y,창의적사고,일반강의,대면,미사용,,,,,2026,1,GEA8638,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA5046(00),균교,영상을통해본일본문화,3,3(0),30,59,25,16,8,10,23,60,15,15,15,15,이정은,"화8B(사림강당),화9A,화9B,목7A(사림강당),목7B,목8A,",1 2 3 4 학과확인,일어일문학과,Y,글로벌,일반강의,대면,미사용,대면,2026.04.21(화) 15:00,사림강당,"중간시험 -객관식:5문, 주관식단답: 5문, 주관식서술형 : 1문 선택형 기말시험 - 객관식: 5문, 주관식단답: 5문, 주관식서술형 : 1문 선택형",2026,1,GEA5046,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA2013(00),균교,인생론,3,3(0),30,84,54,18,7,5,23,84,38,27,9,10,추군식,"화1A(B21116),화1B,화2A,목2B(B21116),목3A,목3B,",1 2 3 4전학과,철학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA2013,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA2014(00),균교,성과사랑의철학,3,3(0),30,50,30,12,4,4,5,55,25,22,3,5,"강지연,정영준","월1A(11108),월1B,월2A,수2B(11108),수3A,수3B,",1 2 3 4전학과,철학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.22(수) 10:30,11108,중간고사 날짜나 시험방식변경시 홈피 통해 고지. 기말고사 16주차 수요일 수업시간 예정,2026,1,GEA2014,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8548(00),균교,영상을통해본동아시아문명과철학,3,3(0),30,81,41,26,6,8,13,84,39,25,10,10,송정애,"화4A(B21116),화4B,화5A,목5B(B21116),목6A,목6B,",1 2 3 4전학과,철학과,Y,글로벌,일반강의,대면,미사용,대면,2026.04.23(목) 13:30,B21116,"중간고사, 기말고사 객관식, 단답형 주관식, 서술형 문제 출제",2026,1,GEA8548,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8706(00),균교,철학의문제와이론들,3,3(0),30,70,37,21,4,8,22,71,33,20,10,8,이선화,"화5B(B21116),화6A,화6B,목4A(B21116),목4B,목5A,",1 2 3 4전학과,철학과,Y,창의적사고,일반강의,대면,미사용,,,,,2026,1,GEA8706,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8707(00),균교,지구화시대의종교,3,3(0),30,78,50,20,2,6,7,83,39,32,6,6,이상환,"화7A(B21116),화7B,화8A,목8B(B21116),목9A,목9B,",1 2 3 4전학과,철학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.23(목) 16:30,B21116,,2026,1,GEA8707,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8708(00),균교,지구촌시대의성공과행복의철학,3,3(0),30,48,28,14,2,4,11,50,25,15,5,5,송정애,"화5B(11206),화6A,화6B,목4A(11206),목4B,목5A,",1 2 3 4전학과,철학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.06.18(목) 12:00,11206,"형식: 서술형 내용: 본 강의를 듣는 동안 변화한 점이나 느낀 점, 깨달은 점을 자유롭 게 서술한다.",2026,1,GEA8708,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8651(00),균교,전염병의세계사,3,3(0),30,62,35,16,7,4,80,62,32,15,10,5,손성욱,"화2B(22104),화3A,화3B,목1A(22104),목1B,목2A,",1 2 3 4전학과,교양,Y,창의적사고,일반강의,대면,미사용,,,,,2026,1,GEA8651,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8675(00),균교,교류분석:AI시대내마음의열쇠찾기,3,3(0),30,50,23,11,11,5,10,50,20,10,10,10,김미연,"화2B(11205),화3A,화3B,목1A(11205),목1B,목2A,",1 2 3 4전학과,교양,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8675,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8703(00),균교,우리시대의윤리★,2,2(0),30,61,0,36,15,10,54,61,0,32,20,9,박대원,"금2A(11109),금2B,금3A,금3B,",2 3 4 학과확인,교양,Y,창의적사고,일반강의,대면,미사용,,,11109,,2026,1,GEA8703,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8703(01),균교,우리시대의윤리★,2,2(0),30,53,0,34,11,8,37,56,0,36,13,7,박대원,"금5A(11109),금5B,금6A,금6B,",2 3 4 학과확인,교양,Y,창의적사고,일반강의,대면,미사용,,,11109,,2026,1,GEA8703,01,R,5,2026 - 1 학기 균형교양-인문예술
GEA8703(02),균교,우리시대의윤리,2,2(0),30,56,21,26,2,7,9,56,15,36,2,3,남재민,"월1A(B21116),월1B,월2A,월2B,",1 2 3 4전학과,교양,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8703,02,R,5,2026 - 1 학기 균형교양-인문예술
GEA8703(03),균교,우리시대의윤리,2,2(0),30,60,22,30,7,1,8,60,22,31,6,1,남재민,"월3A(B21116),월3B,월4A,월4B,",1 2 3 4전학과,교양,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8703,03,R,5,2026 - 1 학기 균형교양-인문예술
GLA0005(00),균교,"세계영화기행(GeLC 컨소시엄 교과목(시스템사용료: 24,000원)미납 시 수강 불가/시험시간필수확인)(유료강좌)",3,3(0),1,93,20,24,25,24,62,99,24,25,25,25,강사,,1 2 3 4전학과,교양,N,글로벌,원격수업,동영상,미사용,,,,중간고사: 2026.4.25.(토) 13:00~ 기말고사: 2026.6.13.(토) 13:00~,2026,1,GLA0005,00,R,5,2026 - 1 학기 균형교양-인문예술
KCA0018(00),균교,"사례를통해서배우는갈등해결의지혜(KCU 컨소시엄 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),1,178,40,50,37,51,58,180,40,40,49,51,강사,,1 2 3 4전학과,교양,N,지역형리더,원격수업,동영상,미사용,,,,* 기말고사: 2026.6.06.(토)~6.12.(금),2026,1,KCA0018,00,R,5,2026 - 1 학기 균형교양-인문예술
OCA0031(00),균교,"생활속의심리학(OCU컨소시엄 교과목 ※수강료(24,000원) 미납 시 수강 불가)(유료강좌)",3,3(0),0,85,23,21,19,22,201,85,20,21,20,24,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,중간고사 기간(수업과 병행 실시) : 4월 13일(월) ~ 5월 03일(일) 기말고사 기간(수업과 병행 실시) : 6월 01일(월) ~ 6월 14일(일),2026,1,OCA0031,00,R,5,2026 - 1 학기 균형교양-인문예술
OCA0037(00),균교,"인문학과자기경영의만남(OCU 컨소시엄 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),0,118,30,38,25,25,41,120,30,30,30,30,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,중간고사 기간(수업과 병행 실시) : 4월 13일(월) ~ 5월 03일(일) 기말고사 기간(수업과 병행 실시) : 6월 01일(월) ~ 6월 14일(일),2026,1,OCA0037,00,R,5,2026 - 1 학기 균형교양-인문예술
OCA0041(00),균교,"마음을읽어주는미술치료(KCU 컨소시엄 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),0,78,21,23,20,14,272,79,20,20,20,19,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,중간고사 기간(수업과 병행 실시) :4월 13일(월) ~ 5월 03일(일) 기말고사 기간(수업과 병행 실시) :6월 01일(월) ~ 6월 14일(일),2026,1,OCA0041,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8820(00),균교,현대한국의삶과가치Ⅰ(외국인 전용 중국어로 진행하는 강좌),3,3(0),10,16,16,0,0,0,0,20,20,0,0,0,이국화,"월8B(86101),월9A,월9B,수7A(86101),수7B,수8A,",1 2 3 4 학과확인,글로벌자율전공학부,N,의사소통,외국인전용강좌,대면,미사용,,,86101,,2026,1,GEA8820,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8820(01),균교,현대한국의삶과가치Ⅰ(영어로 진행하는 강좌(외국인 전용)),3,3(0),10,10,9,0,1,0,0,30,30,0,0,0,이유진,"화8B(86103),화9A,화9B,목7A(86103),목7B,목8A,",1 2 3 4전학과,글로벌자율전공학부,Y,의사소통,영어강의,대면,미사용,,,86103,,2026,1,GEA8820,01,R,5,2026 - 1 학기 균형교양-인문예술
GEA8641(00),균교,옷으로보는한국사회와문화,3,3(0),30,38,15,16,3,4,33,38,15,15,5,3,박혜원,,1 2 3 4전학과,의류학과,Y,실용적융복합,원격수업,동영상,미사용,,,,,2026,1,GEA8641,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA6009(00),균교,테니스,1,0(2),25,25,11,7,5,2,23,28,7,7,7,7,김경민,"월1A(테니스장2),월1B,월2A,월2B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA6009,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7284(00),균교,탁구,1,0(2),25,29,12,7,7,3,35,29,9,9,6,5,이근철,"수6A(8101),수6B,수7A,수7B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7284,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8537(00),균교,풋살,1,1(1),25,28,10,8,6,4,26,28,7,7,7,7,이재근,"목4A(풋살장),목4B,목5A,목5B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8537,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8578(00),균교,배드민턴,1,0(2),25,28,10,6,6,6,49,28,7,7,7,7,이재철,"목3A(8103),목3B,목4A,목4B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8578,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8579(00),균교,요가,1,0(2),25,30,7,10,7,6,33,30,7,9,8,6,김나현,"월1A(8201),월1B,월2A,월2B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8579,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8630(00),균교,운동재활과다이어트,2,2(0),30,210,78,85,29,18,89,210,55,85,45,25,임인수,"화8A(CWNU이룸홀),화8B,화9A,화9B,",1 2 3 4전학과,체육학과,Y,실용적융복합,일반강의,대면,미사용,대면,2026.06.16(화) 16:00,CWNU이룸홀,,2026,1,GEA8630,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8630(01),균교,운동재활과다이어트,2,2(0),30,208,116,76,9,7,0,210,80,100,15,15,임인수,"목8A(CWNU이룸홀),목8B,목9A,목9B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8630,01,R,5,2026 - 1 학기 균형교양-인문예술
GEA8635(00),균교,골프,1,0(2),25,28,11,6,6,5,30,28,7,7,7,7,박준성,"화6A(골프장),화6B,화7A,화7B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8635,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8643(00),균교,축구,1,0(2),25,27,16,3,1,7,10,28,7,7,7,7,정태현,"화2A(대운동장),화2B,화3A,화3B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8643,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8645(00),균교,배구,1,0(2),25,28,12,9,4,3,41,28,7,7,7,7,황중호,"수3A(8103),수3B,수4A,수4B,",1 2 3 4전학과,체육학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8645,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8647(00),균교,해양스포츠,1,0(2),25,27,5,9,6,7,74,28,7,7,7,7,박준성,"토1A(8104),토1B,토2A,토2B,",1 2 3 4전학과,체육학과,Y,,집중이수제,대면,미사용,,,,,2026,1,GEA8647,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8804(00),균교,호신술,1,0(2),25,28,8,9,7,4,34,28,7,7,7,7,최미선,"수2A(8201),수2B,수3A,수3B,",1 2 3 4전학과,체육학과,Y,의사소통,일반강의,대면,미사용,대면,2026.04.15(수) 10:00,8201,,2026,1,GEA8804,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8649(00),균교,운동과웰니스,3,3(0),30,39,16,0,0,23,12,40,18,0,0,22,이인환,"수10A(8102),수10B,수11A,수11B,수12A,수12B,",1 4 학과확인,스마트헬스케어학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8649,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA6005(00),균교,음악의이해및감상,3,3(0),30,109,91,9,2,7,4,111,91,9,3,8,김성민,"금1A(61106),금1B,금2A,금2B,금3A,금3B,",1 2 3 4 학과확인,음악과,Y,창의적사고,일반강의,대면,미사용,,,61106,,2026,1,GEA6005,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7548(00),균교,융합창작스튜디오,3,1(2),30,31,12,12,4,3,20,32,11,14,4,3,양정화,"수2A(63110),수2B,수3A,수3B,수4A,수4B,",1 2 3 4전학과,미술학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7548,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA7553(00),균교,한지조형예술,3,0(3),30,30,9,6,7,8,79,30,9,6,6,9,강혜지,"월2A(63110),월2B,월3A,월3B,월4A,월4B,",1 2 3 4전학과,미술학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7553,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA6007(00),균교,디자인의이해,3,3(0),30,42,37,3,2,0,0,42,38,1,3,0,박영주,"목2A(63203),목2B,목3A,목3B,목4A,목4B,",1 2 3 학과확인,산업디자인학과,N,,일반강의,대면,미사용,,,,,2026,1,GEA6007,00,R,5,2026 - 1 학기 균형교양-인문예술
GEA8709(00),균교,"융복합시대의미학,예술과사상",3,3(0),30,59,29,24,2,4,2,60,23,27,4,6,김명주,"화4A(B21225),화4B,화5A,목5B(B21225),목6A,목6B,",1 2 3 4전학과,철학과,Y,창의적사고,일반강의,대면,미사용,,,B21225,,2026,1,GEA8709,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8710(00),균교,SF영화로배우는철학과미래사회:새로운삶의양식,3,3(0),30,80,45,25,1,9,8,80,35,33,2,10,이상환,"화8B(B21116),화9A,화9B,목7A(B21116),목7B,목8A,",1 2 3 4전학과,철학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.23(목) 15:00,B21116,,2026,1,GEA8710,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7537(00),균교,지역문화기획★,3,3(0),30,36,8,13,7,8,36,37,7,10,10,10,"이병훈,정성아","화7A(81101),화7B,화8A,화8B,화9A,화9B,",1 2 3 4전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,81101,,2026,1,GEA7537,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7542(00),균교,가족으로의특별한여행,3,3(0),30,31,17,4,6,4,28,32,17,5,6,4,류경희,"화5B(32203),화6A,화6B,목4A(32203),목4B,목5A,",1 학과확인,교양,Y,의사소통,일반강의,동영상+대면,미사용,대면,2026.04.21(화) 13:30,32203,,2026,1,GEA7542,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8002(00),균교,도전과창조,2,2(0),30,368,201,100,47,20,114,370,184,110,54,22,최만림,"화6A(CWNU이룸홀),화6B,화7A,화7B,",1 2 3 4전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,CWNU이룸홀,,2026,1,GEA8002,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8007(00),균교,미래설계법,2,2(0),30,81,41,40,0,0,77,81,40,41,0,0,박상희,"월2A(사림강당),월2B,월3A,월3B,",1 2전학과,교양,Y,창의적사고,일반강의,대면,미사용,,,사림강당,,2026,1,GEA8007,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8007(01),균교,미래설계법,2,2(0),30,80,41,39,0,0,81,80,40,40,0,0,박상희,"월5B(사림강당),월6A,월6B,월7A,",1 2전학과,교양,Y,창의적사고,일반강의,대면,미사용,,,사림강당,,2026,1,GEA8007,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8008(00),균교,취업핵심역량개발,2,2(0),30,77,0,0,45,32,24,80,0,0,40,40,박상희,"수2A(사림강당),수2B,수3A,수3B,",3 4전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,사림강당,,2026,1,GEA8008,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8008(01),균교,취업핵심역량개발,2,2(0),30,75,0,0,54,21,31,80,0,0,40,40,박상희,"수5B(사림강당),수6A,수6B,수7A,",3 4전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,사림강당,,2026,1,GEA8008,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8518(00),균교,기업가정신,3,3(0),30,60,15,17,8,20,13,60,10,15,10,25,김종욱,"금1A(B21226),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,교양,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.24(금) 09:10,B21225,※ 시험관련 안내사항 e-캠퍼스를 통한 별도 안내 예정,2026,1,GEA8518,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8519(00),균교,창업아이디어발굴,2,2(0),30,58,15,19,12,12,30,60,20,20,10,10,김종욱,"금5A(B21226),금5B,금6A,금6B,",1 2 3 4전학과,교양,Y,창의적사고,일반강의,대면,미사용,대면,2026.05.01(금) 13:10,B21225,※ 시험관련 안내사항 e-캠퍼스를 통한 별도 안내 예정,2026,1,GEA8519,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8662(00),균교,인간관계와의사소통,3,3(0),30,35,9,10,10,6,113,35,9,10,10,6,권희경,,전학과,교양,Y,의사소통,원격수업,동영상,미사용,대면,2026.06.15(월) 18:30,BAC203,"- BAC(3호관) 2층 203호으로 오면 학과 별 시험 장소 및 학생 별 지정 좌석이 배정되어 있습니다. - 시험에 응시하지 않으면 0점 처리됨(F) - 시험 시간에는 핸드폰, 시계, 이어폰 등을 포함하여 일체의 전자 기기를 만지거나 사용할 수 없음(발각되면 0점 처리) - 시험은 오픈북으로 진행됩니다. 단, 강의교재 안의 요약정리 및 모든 포스트잇은 반드시 제거해야 합니다.",2026,1,GEA8662,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8674(00),균교,언어와사유,3,3(0),30,40,15,14,7,4,17,41,11,10,10,10,김윤정,"화2B(B21225),화3A,화3B,목1A(B21225),목1B,목2A,",1 2 3 4전학과,교양,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.14(화) 10:30,B21225,본인이 수행한 과제에 대해 동료(수강생 전원)의 평가 실시,2026,1,GEA8674,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8702(00),균교,현대사회와인간★,2,2(0),30,54,12,30,9,3,56,55,0,31,18,6,이내연,"목2A(11109),목2B,목3A,목3B,",1 2 3 4 학과확인,교양,Y,글로벌,일반강의,대면,미사용,대면,2026.04.23(목) 10:00,11109,"★이공계 필수교양(수강학과 확인 필수)★ 30분 이상 지각하면 입장 불가. 30분 동안 퇴장 불가(미리 화장 실 다녀올 것). 개인사정으로 시험을 칠 수 없는 경우에는, 반드 시 2주일 전까지 미리 알리고 10일 전까지 교수자와 대안을 마 련한다. ● 문제 형식: 객관식, 단답형, 짧은 서술형 문제 (부분점수 있 음)",2026,1,GEA8702,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8702(01),균교,현대사회와인간★,2,2(0),30,54,0,37,13,4,136,55,0,35,15,5,이내연,"목5A(11109),목5B,목6A,목6B,",1 2 3 4 학과확인,교양,Y,글로벌,일반강의,대면,미사용,,,11109,"★이공계 필수교양(수강학과 확인 필수)★ 30분 이상 지각하면 입장 불가. 30분 동안 퇴장 불가(미리 화장실 다녀올 것). 개인사정으로 시험을 칠 수 없는 경우에는, 반드시 2 주일 전까지 미리 알리고 10일 전까지 교수자와 대안을 마련한다. ● 문제 형식: 객관식, 단답형, 짧은 서술형 문제 (부분점수 있음)",2026,1,GEA8702,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8808(00),균교,씨네플로머시:영화로배우는공공외교,3,3(0),30,41,27,9,2,3,5,41,25,10,3,3,"홍석훈,이주희","화4A(22201),화4B,화5A,목5B(22201),목6A,목6B,",1 2 3 4전학과,교양,Y,실용적융복합,팀티칭,대면,미사용,,,22201,,2026,1,GEA8808,00,R,6,2026 - 1 학기 균형교양-사회와문화
